ID,Pay_Date,Pay_Amount
PI2517,2022-06-12,395.73
PI2529,2022-06-12,203.52
PI2536,2022-06-12,157.94
PI2595,2022-06-12,154.03
PI2625,2022-06-12,245.87
PI2626,2022-06-12,228.5
PI2629,2022-06-12,295.44
PI2643,2022-06-12,314.26
PI2671,2022-06-12,226.82
PI2685,2022-06-12,154.12
PI2695,2022-06-12,236.33
PI2696,2022-06-12,137.02
PI2697,2022-06-12,136.29
PI2706,2022-06-12,243.83
PI2707,2022-06-12,337.52
PI2711,2022-06-12,135.72
PI2714,2022-06-12,205.79
PI2729,2022-06-12,218.7
PI2732,2022-06-12,107.95
PI2733,2022-06-12,305.3
PI2741,2022-06-12,124.47
PI2764,2022-06-12,315.97
PI2806,2022-06-12,278.51
PI2847,2022-06-12,82.48
PI2857,2022-06-12,176.63
PI2891,2022-06-12,125.37
PI2903,2022-06-12,176.37
PI2922,2022-06-12,89.46
PI2934,2022-06-12,229.5
PI2951,2022-06-12,190.69
PI2953,2022-06-12,279.08
PI0018,2022-06-26,278.23
PI0045,2022-06-26,246.25
PI0056,2022-06-26,261.26
PI0059,2022-06-26,241.27
PI0064,2022-06-26,146.52
PI0073,2022-06-26,189.55
PI0075,2022-06-26,242.84
PI0089,2022-06-26,210.9
PI0091,2022-06-26,63.2
PI0095,2022-06-26,135.62
PI0100,2022-06-26,189.68
PI0104,2022-06-26,343.05
PI0142,2022-06-26,238.75
PI0185,2022-06-26,280.48
PI0192,2022-06-26,274.93
PI0197,2022-06-26,339.41
PI0198,2022-06-26,194.53
PI0203,2022-06-26,203.11
PI0249,2022-06-26,117.25
PI0253,2022-06-26,269.41
PI0289,2022-06-26,160.11
PI0290,2022-06-26,249.42
PI0294,2022-06-26,87.94
PI0336,2022-06-26,387.52
PI0338,2022-06-26,329.54
PI0410,2022-06-26,231.47
PI0417,2022-06-26,274.43
PI0422,2022-06-26,130.28
PI0437,2022-06-26,153.1
PI0458,2022-06-26,322.67
PI0460,2022-06-26,136.59
PI0468,2022-06-26,318.95
PI0498,2022-06-26,137.97
PI0503,2022-06-26,159
PI0508,2022-06-26,205.83
PI0511,2022-06-26,193.69
PI0540,2022-06-26,146.17
PI0543,2022-06-26,211.06
PI0557,2022-06-26,190.19
PI0569,2022-06-26,342.99
PI0570,2022-06-26,272.61
PI0581,2022-06-26,250.96
PI0591,2022-06-26,220.4
PI0594,2022-06-26,165.16
PI0637,2022-06-26,233.72
PI0656,2022-06-26,124.99
PI0661,2022-06-26,197.32
PI0671,2022-06-26,110.4
PI0692,2022-06-26,108.74
PI0719,2022-06-26,125.06
PI0726,2022-06-26,234.18
PI0733,2022-06-26,103.31
PI0735,2022-06-26,223.02
PI0748,2022-06-26,199.15
PI0756,2022-06-26,152.77
PI0785,2022-06-26,91.46
PI0798,2022-06-26,159.27
PI0807,2022-06-26,212.3
PI0810,2022-06-26,153.78
PI0813,2022-06-26,126.93
PI0825,2022-06-26,273.5
PI0839,2022-06-26,186.87
PI0846,2022-06-26,127.23
PI0859,2022-06-26,158.64
PI0901,2022-06-26,206.72
PI0903,2022-06-26,156.08
PI0937,2022-06-26,161.41
PI0963,2022-06-26,106
PI0990,2022-06-26,135.61
PI0991,2022-06-26,79.86
PI1010,2022-06-26,150.08
PI1019,2022-06-26,244.55
PI1021,2022-06-26,247.37
PI1039,2022-06-26,153.77
PI1090,2022-06-26,210.71
PI1107,2022-06-26,119.61
PI1112,2022-06-26,210.39
PI1150,2022-06-26,281.83
PI1173,2022-06-26,256.26
PI1183,2022-06-26,163.13
PI1187,2022-06-26,209.37
PI1192,2022-06-26,189.73
PI1196,2022-06-26,109.5
PI1217,2022-06-26,104.87
PI1228,2022-06-26,139.78
PI1251,2022-06-26,121.61
PI1252,2022-06-26,274.37
PI1261,2022-06-26,304.51
PI1280,2022-06-26,246.25
PI1288,2022-06-26,388.82
PI1316,2022-06-26,135.27
PI1328,2022-06-26,178.44
PI1347,2022-06-26,146.2
PI1356,2022-06-26,212.82
PI1366,2022-06-26,181.32
PI1380,2022-06-26,82.34
PI1384,2022-06-26,80.81
PI1385,2022-06-26,155.99
PI1387,2022-06-26,93.01
PI1389,2022-06-26,321.51
PI1398,2022-06-26,110.22
PI1399,2022-06-26,228.18
PI1403,2022-06-26,230.94
PI1430,2022-06-26,254.82
PI1441,2022-06-26,451.97
PI1455,2022-06-26,243.13
PI1466,2022-06-26,237.4
PI1473,2022-06-26,329.23
PI1480,2022-06-26,332.29
PI1483,2022-06-26,177.57
PI1496,2022-06-26,204.11
PI1538,2022-06-26,155.5
PI1549,2022-06-26,200.22
PI1551,2022-06-26,231.19
PI1573,2022-06-26,41.69
PI1599,2022-06-26,289.72
PI1609,2022-06-26,171.52
PI1616,2022-06-26,72.61
PI1633,2022-06-26,150.63
PI1636,2022-06-26,249.65
PI1642,2022-06-26,340.58
PI1645,2022-06-26,375.71
PI1679,2022-06-26,286.2
PI1683,2022-06-26,118.15
PI1709,2022-06-26,179.02
PI1719,2022-06-26,282.61
PI1727,2022-06-26,277.37
PI1729,2022-06-26,87.91
PI1753,2022-06-26,241.62
PI1756,2022-06-26,296.59
PI1779,2022-06-26,335.12
PI1800,2022-06-26,151.4
PI1810,2022-06-26,113.58
PI1823,2022-06-26,128.32
PI1826,2022-06-26,235.74
PI1851,2022-06-26,63.32
PI1853,2022-06-26,193.65
PI1857,2022-06-26,132.11
PI1858,2022-06-26,173.06
PI1864,2022-06-26,221.05
PI1866,2022-06-26,163.36
PI1898,2022-06-26,97.15
PI1905,2022-06-26,80.55
PI1916,2022-06-26,236.24
PI1945,2022-06-26,300.28
PI1962,2022-06-26,182.85
PI1963,2022-06-26,120.18
PI1976,2022-06-26,248.38
PI1979,2022-06-26,265.2
PI1987,2022-06-26,124.8
PI1989,2022-06-26,84.52
PI2000,2022-06-26,191.97
PI2002,2022-06-26,309.94
PI2012,2022-06-26,181.21
PI2046,2022-06-26,194.13
PI2059,2022-06-26,278.91
PI2084,2022-06-26,212.24
PI2089,2022-06-26,253.87
PI2096,2022-06-26,296.12
PI2120,2022-06-26,137.54
PI2126,2022-06-26,211.22
PI2134,2022-06-26,220.49
PI2151,2022-06-26,221.08
PI2157,2022-06-26,174.59
PI2161,2022-06-26,238.47
PI2164,2022-06-26,161.65
PI2185,2022-06-26,342.71
PI2187,2022-06-26,253.55
PI2189,2022-06-26,158.08
PI2191,2022-06-26,211.34
PI2211,2022-06-26,168.8
PI2218,2022-06-26,169.08
PI2232,2022-06-26,264.06
PI2249,2022-06-26,232.44
PI2287,2022-06-26,162.4
PI2291,2022-06-26,171.51
PI2295,2022-06-26,184.78
PI2305,2022-06-26,271.19
PI2356,2022-06-26,104.76
PI2361,2022-06-26,200.56
PI2388,2022-06-26,257.54
PI2411,2022-06-26,168.74
PI2435,2022-06-26,227.19
PI2438,2022-06-26,116.96
PI2452,2022-06-26,155.17
PI2461,2022-06-26,138.98
PI2470,2022-06-26,294.19
PI2481,2022-06-26,194.47
PI2494,2022-06-26,176.8
PI2505,2022-06-26,131.22
PI2517,2022-06-26,234.58
PI2529,2022-06-26,361.04
PI2536,2022-06-26,199.13
PI2595,2022-06-26,199.85
PI2625,2022-06-26,322.46
PI2626,2022-06-26,191.21
PI2629,2022-06-26,331.59
PI2639,2022-06-26,315.99
PI2643,2022-06-26,401.59
PI2656,2022-06-26,237.58
PI2671,2022-06-26,142.86
PI2695,2022-06-26,196.91
PI2696,2022-06-26,157.76
PI2697,2022-06-26,155.06
PI2707,2022-06-26,239.47
PI2711,2022-06-26,126.71
PI2714,2022-06-26,231.18
PI2729,2022-06-26,194.65
PI2733,2022-06-26,97.25
PI2741,2022-06-26,279.46
PI2806,2022-06-26,258.39
PI2847,2022-06-26,95.27
PI2857,2022-06-26,171.84
PI2891,2022-06-26,184.69
PI2903,2022-06-26,230.62
PI2922,2022-06-26,149.23
PI2934,2022-06-26,93.18
PI2940,2022-06-26,230
PI2951,2022-06-26,171.54
PI2953,2022-06-26,292.29
PI2958,2022-06-26,154.74
PI2968,2022-06-26,290.97
PI0010,2022-07-10,185.61
PI0018,2022-07-10,273.21
PI0038,2022-07-10,168.9
PI0045,2022-07-10,198.2
PI0052,2022-07-10,233.67
PI0059,2022-07-10,196.96
PI0075,2022-07-10,136.55
PI0088,2022-07-10,326.78
PI0089,2022-07-10,300.4
PI0095,2022-07-10,183.75
PI0100,2022-07-10,137.97
PI0104,2022-07-10,228.49
PI0106,2022-07-10,206.07
PI0140,2022-07-10,205.57
PI0142,2022-07-10,221.01
PI0156,2022-07-10,196.24
PI0164,2022-07-10,165.53
PI0185,2022-07-10,179.99
PI0187,2022-07-10,184.01
PI0192,2022-07-10,165.1
PI0207,2022-07-10,150.11
PI0209,2022-07-10,205.72
PI0217,2022-07-10,116.55
PI0249,2022-07-10,271.2
PI0253,2022-07-10,166.01
PI0289,2022-07-10,259.33
PI0290,2022-07-10,146.51
PI0298,2022-07-10,119.15
PI0333,2022-07-10,222.45
PI0338,2022-07-10,241.94
PI0344,2022-07-10,72.9
PI0359,2022-07-10,157.14
PI0384,2022-07-10,255.6
PI0386,2022-07-10,227.88
PI0397,2022-07-10,194.93
PI0400,2022-07-10,194.92
PI0402,2022-07-10,184.86
PI0410,2022-07-10,279.68
PI0417,2022-07-10,211.78
PI0460,2022-07-10,347.71
PI0468,2022-07-10,280.12
PI0498,2022-07-10,301.38
PI0503,2022-07-10,317.36
PI0508,2022-07-10,129.57
PI0540,2022-07-10,93.17
PI0543,2022-07-10,106.24
PI0557,2022-07-10,71.61
PI0594,2022-07-10,181.23
PI0608,2022-07-10,256.03
PI0619,2022-07-10,232.54
PI0622,2022-07-10,109.34
PI0637,2022-07-10,175.69
PI0661,2022-07-10,231.07
PI0691,2022-07-10,167.87
PI0692,2022-07-10,153.8
PI0719,2022-07-10,126.15
PI0723,2022-07-10,137.02
PI0726,2022-07-10,141.32
PI0733,2022-07-10,162.05
PI0735,2022-07-10,168.94
PI0736,2022-07-10,245.06
PI0748,2022-07-10,182.23
PI0756,2022-07-10,203.89
PI0759,2022-07-10,166.43
PI0786,2022-07-10,350.17
PI0813,2022-07-10,124.57
PI0821,2022-07-10,280.03
PI0825,2022-07-10,129.78
PI0829,2022-07-10,166.78
PI0831,2022-07-10,213.62
PI0839,2022-07-10,172.3
PI0859,2022-07-10,174.57
PI0863,2022-07-10,220.57
PI0901,2022-07-10,214.14
PI0903,2022-07-10,150.49
PI0937,2022-07-10,176.13
PI0953,2022-07-10,233.53
PI0963,2022-07-10,118.15
PI0990,2022-07-10,268.72
PI0991,2022-07-10,163.97
PI1004,2022-07-10,345.17
PI1010,2022-07-10,200.58
PI1016,2022-07-10,328.06
PI1019,2022-07-10,164.55
PI1034,2022-07-10,150.49
PI1039,2022-07-10,217.83
PI1090,2022-07-10,255.74
PI1112,2022-07-10,239.9
PI1173,2022-07-10,130.37
PI1178,2022-07-10,249.88
PI1180,2022-07-10,304.64
PI1187,2022-07-10,175.46
PI1192,2022-07-10,143.02
PI1196,2022-07-10,200.01
PI1214,2022-07-10,189.5
PI1217,2022-07-10,125.57
PI1228,2022-07-10,246.86
PI1238,2022-07-10,109.02
PI1252,2022-07-10,350.56
PI1260,2022-07-10,135.85
PI1261,2022-07-10,202.11
PI1280,2022-07-10,208.8
PI1316,2022-07-10,140.26
PI1329,2022-07-10,202.15
PI1339,2022-07-10,210.26
PI1350,2022-07-10,140.47
PI1354,2022-07-10,132.88
PI1361,2022-07-10,210.74
PI1367,2022-07-10,163.09
PI1376,2022-07-10,118.24
PI1385,2022-07-10,86.1
PI1387,2022-07-10,101.54
PI1389,2022-07-10,400.67
PI1398,2022-07-10,231.95
PI1403,2022-07-10,80.89
PI1405,2022-07-10,192.05
PI1427,2022-07-10,183.58
PI1430,2022-07-10,174.42
PI1440,2022-07-10,195.61
PI1441,2022-07-10,199.36
PI1455,2022-07-10,178.51
PI1480,2022-07-10,270.36
PI1483,2022-07-10,400.03
PI1495,2022-07-10,155.13
PI1496,2022-07-10,204.21
PI1519,2022-07-10,254.59
PI1549,2022-07-10,197.12
PI1551,2022-07-10,66.22
PI1566,2022-07-10,287.03
PI1567,2022-07-10,169.67
PI1573,2022-07-10,186.69
PI1609,2022-07-10,226.59
PI1616,2022-07-10,139.82
PI1624,2022-07-10,90.03
PI1629,2022-07-10,215.26
PI1633,2022-07-10,255.75
PI1642,2022-07-10,261.68
PI1656,2022-07-10,227.36
PI1678,2022-07-10,256.83
PI1679,2022-07-10,208.07
PI1683,2022-07-10,134.23
PI1709,2022-07-10,259.99
PI1719,2022-07-10,265.07
PI1727,2022-07-10,258.51
PI1735,2022-07-10,262.73
PI1779,2022-07-10,341.95
PI1800,2022-07-10,293.31
PI1845,2022-07-10,245.72
PI1851,2022-07-10,153.17
PI1856,2022-07-10,176.36
PI1857,2022-07-10,135.8
PI1858,2022-07-10,227.96
PI1859,2022-07-10,293.19
PI1861,2022-07-10,349.91
PI1898,2022-07-10,66
PI1905,2022-07-10,102.36
PI1914,2022-07-10,357.12
PI1918,2022-07-10,247.4
PI1920,2022-07-10,60.95
PI1945,2022-07-10,155.66
PI1978,2022-07-10,274.36
PI1987,2022-07-10,308.4
PI1989,2022-07-10,120.21
PI1991,2022-07-10,183.2
PI2000,2022-07-10,206.81
PI2002,2022-07-10,188.1
PI2012,2022-07-10,120.28
PI2040,2022-07-10,119.57
PI2046,2022-07-10,256.42
PI2049,2022-07-10,267.62
PI2059,2022-07-10,267.81
PI2066,2022-07-10,333.83
PI2126,2022-07-10,229.35
PI2129,2022-07-10,168.01
PI2151,2022-07-10,108.92
PI2156,2022-07-10,140.08
PI2157,2022-07-10,137.19
PI2161,2022-07-10,128.83
PI2164,2022-07-10,120.45
PI2180,2022-07-10,119.89
PI2185,2022-07-10,199.78
PI2187,2022-07-10,212.54
PI2193,2022-07-10,80.95
PI2211,2022-07-10,135.99
PI2232,2022-07-10,188.25
PI2244,2022-07-10,223.4
PI2253,2022-07-10,286.6
PI2273,2022-07-10,177.63
PI2274,2022-07-10,283.03
PI2292,2022-07-10,144.25
PI2295,2022-07-10,192.5
PI2299,2022-07-10,325.47
PI2301,2022-07-10,183.84
PI2303,2022-07-10,230.83
PI2335,2022-07-10,81.27
PI2356,2022-07-10,225.43
PI2361,2022-07-10,204.85
PI2411,2022-07-10,185.4
PI2419,2022-07-10,160.61
PI2422,2022-07-10,142.75
PI2427,2022-07-10,115.86
PI2435,2022-07-10,225.54
PI2438,2022-07-10,295.31
PI2470,2022-07-10,305.9
PI2475,2022-07-10,236.48
PI2494,2022-07-10,156.25
PI2505,2022-07-10,84.19
PI2517,2022-07-10,244.14
PI2524,2022-07-10,254.73
PI2529,2022-07-10,298.68
PI2536,2022-07-10,147.31
PI2554,2022-07-10,119.72
PI2576,2022-07-10,158.71
PI2592,2022-07-10,209.14
PI2614,2022-07-10,165.31
PI2625,2022-07-10,182.21
PI2626,2022-07-10,155.03
PI2639,2022-07-10,260.68
PI2656,2022-07-10,192.86
PI2671,2022-07-10,164.19
PI2681,2022-07-10,143.09
PI2685,2022-07-10,97.22
PI2689,2022-07-10,138.9
PI2696,2022-07-10,175.11
PI2697,2022-07-10,126.53
PI2707,2022-07-10,256.02
PI2711,2022-07-10,209.86
PI2714,2022-07-10,227.51
PI2732,2022-07-10,152.37
PI2733,2022-07-10,165.25
PI2741,2022-07-10,237.34
PI2760,2022-07-10,95.83
PI2764,2022-07-10,183.27
PI2774,2022-07-10,151.89
PI2806,2022-07-10,189.51
PI2832,2022-07-10,272.77
PI2847,2022-07-10,163.31
PI2857,2022-07-10,109.83
PI2862,2022-07-10,221.98
PI2880,2022-07-10,238.12
PI2881,2022-07-10,80.92
PI2903,2022-07-10,149.63
PI2934,2022-07-10,209.38
PI2949,2022-07-10,260.28
PI2953,2022-07-10,252.17
PI2958,2022-07-10,132.12
PI2968,2022-07-10,272.34
PI2998,2022-07-10,130.3
PI0010,2022-07-24,241.09
PI0018,2022-07-24,226.05
PI0038,2022-07-24,128.8
PI0045,2022-07-24,285.39
PI0052,2022-07-24,112.7
PI0059,2022-07-24,299.31
PI0075,2022-07-24,265.83
PI0088,2022-07-24,264.13
PI0089,2022-07-24,392.69
PI0091,2022-07-24,177.07
PI0095,2022-07-24,246.83
PI0100,2022-07-24,203.53
PI0104,2022-07-24,211.61
PI0106,2022-07-24,116.43
PI0140,2022-07-24,297.4
PI0142,2022-07-24,207.73
PI0156,2022-07-24,160.35
PI0164,2022-07-24,166.35
PI0187,2022-07-24,220.32
PI0192,2022-07-24,216.48
PI0207,2022-07-24,203.03
PI0209,2022-07-24,186.99
PI0217,2022-07-24,234.74
PI0249,2022-07-24,239.22
PI0253,2022-07-24,242.64
PI0289,2022-07-24,240.66
PI0290,2022-07-24,173.72
PI0298,2022-07-24,164.18
PI0333,2022-07-24,309.53
PI0338,2022-07-24,202.27
PI0344,2022-07-24,187.17
PI0359,2022-07-24,181.4
PI0384,2022-07-24,227.48
PI0386,2022-07-24,180.35
PI0397,2022-07-24,49.46
PI0400,2022-07-24,224.82
PI0402,2022-07-24,304.64
PI0410,2022-07-24,178.37
PI0417,2022-07-24,160.48
PI0458,2022-07-24,163.06
PI0460,2022-07-24,172.3
PI0468,2022-07-24,87.04
PI0498,2022-07-24,196.77
PI0503,2022-07-24,199.51
PI0508,2022-07-24,115.12
PI0540,2022-07-24,100.35
PI0543,2022-07-24,203.33
PI0594,2022-07-24,223.87
PI0608,2022-07-24,296.14
PI0619,2022-07-24,117.33
PI0622,2022-07-24,155.35
PI0637,2022-07-24,196.24
PI0656,2022-07-24,215.58
PI0661,2022-07-24,231.3
PI0691,2022-07-24,183.49
PI0692,2022-07-24,131.07
PI0719,2022-07-24,130.62
PI0723,2022-07-24,130.92
PI0733,2022-07-24,119.56
PI0735,2022-07-24,281.53
PI0736,2022-07-24,242.75
PI0748,2022-07-24,120.18
PI0756,2022-07-24,186.79
PI0759,2022-07-24,129.88
PI0786,2022-07-24,237.5
PI0813,2022-07-24,168.55
PI0821,2022-07-24,140.11
PI0829,2022-07-24,220.03
PI0831,2022-07-24,341.38
PI0839,2022-07-24,122.22
PI0859,2022-07-24,205.7
PI0863,2022-07-24,284.64
PI0901,2022-07-24,327.72
PI0903,2022-07-24,155.22
PI0937,2022-07-24,287.5
PI0953,2022-07-24,175.86
PI0963,2022-07-24,167.67
PI0990,2022-07-24,250.53
PI0991,2022-07-24,193.42
PI1004,2022-07-24,283.76
PI1010,2022-07-24,89.64
PI1016,2022-07-24,205.54
PI1019,2022-07-24,230.97
PI1039,2022-07-24,225.23
PI1056,2022-07-24,46.46
PI1090,2022-07-24,65.94
PI1107,2022-07-24,221.14
PI1112,2022-07-24,264.08
PI1173,2022-07-24,215.98
PI1178,2022-07-24,210.88
PI1180,2022-07-24,361.87
PI1187,2022-07-24,170.07
PI1192,2022-07-24,169.56
PI1196,2022-07-24,218.53
PI1214,2022-07-24,243.54
PI1217,2022-07-24,131.44
PI1228,2022-07-24,228.07
PI1238,2022-07-24,181.02
PI1260,2022-07-24,328.12
PI1275,2022-07-24,185.36
PI1280,2022-07-24,191.77
PI1303,2022-07-24,149.07
PI1316,2022-07-24,114.75
PI1328,2022-07-24,181.33
PI1329,2022-07-24,356.5
PI1339,2022-07-24,126.25
PI1350,2022-07-24,167.56
PI1354,2022-07-24,253.86
PI1361,2022-07-24,231.88
PI1367,2022-07-24,139.92
PI1376,2022-07-24,93.17
PI1385,2022-07-24,110.82
PI1387,2022-07-24,169.52
PI1389,2022-07-24,176.86
PI1398,2022-07-24,203.14
PI1403,2022-07-24,146.75
PI1405,2022-07-24,185.2
PI1427,2022-07-24,223.88
PI1430,2022-07-24,121.53
PI1440,2022-07-24,159.62
PI1441,2022-07-24,232.33
PI1455,2022-07-24,158.34
PI1480,2022-07-24,258.31
PI1483,2022-07-24,256.32
PI1495,2022-07-24,145.79
PI1496,2022-07-24,251.85
PI1519,2022-07-24,223.64
PI1549,2022-07-24,205.76
PI1551,2022-07-24,141.29
PI1566,2022-07-24,234.93
PI1573,2022-07-24,124.28
PI1609,2022-07-24,272.36
PI1616,2022-07-24,138.13
PI1624,2022-07-24,110.64
PI1629,2022-07-24,220.71
PI1633,2022-07-24,264.57
PI1642,2022-07-24,162.1
PI1656,2022-07-24,174.18
PI1678,2022-07-24,196.9
PI1679,2022-07-24,259.47
PI1683,2022-07-24,146.91
PI1709,2022-07-24,222.01
PI1710,2022-07-24,242.74
PI1727,2022-07-24,261
PI1735,2022-07-24,213.21
PI1779,2022-07-24,229.47
PI1800,2022-07-24,364.46
PI1845,2022-07-24,186.45
PI1851,2022-07-24,118.3
PI1856,2022-07-24,149.96
PI1857,2022-07-24,63.42
PI1858,2022-07-24,171.66
PI1859,2022-07-24,292.19
PI1861,2022-07-24,231.24
PI1863,2022-07-24,134.56
PI1866,2022-07-24,131.91
PI1898,2022-07-24,153.59
PI1905,2022-07-24,140.15
PI1914,2022-07-24,255.57
PI1916,2022-07-24,228.67
PI1918,2022-07-24,102.63
PI1945,2022-07-24,219.12
PI1963,2022-07-24,220.46
PI1978,2022-07-24,238.26
PI1987,2022-07-24,194.15
PI1989,2022-07-24,188.88
PI1991,2022-07-24,174.83
PI2000,2022-07-24,229.94
PI2002,2022-07-24,389.02
PI2012,2022-07-24,176.04
PI2040,2022-07-24,273.57
PI2046,2022-07-24,258.55
PI2049,2022-07-24,218.34
PI2066,2022-07-24,330.59
PI2084,2022-07-24,152.86
PI2096,2022-07-24,219.3
PI2120,2022-07-24,180
PI2126,2022-07-24,171.57
PI2129,2022-07-24,140.32
PI2142,2022-07-24,227.06
PI2151,2022-07-24,247.18
PI2156,2022-07-24,172.91
PI2157,2022-07-24,270.17
PI2161,2022-07-24,267.83
PI2164,2022-07-24,220.74
PI2180,2022-07-24,118.76
PI2185,2022-07-24,202.23
PI2187,2022-07-24,137.54
PI2193,2022-07-24,185.22
PI2232,2022-07-24,125.78
PI2244,2022-07-24,270.63
PI2253,2022-07-24,227.04
PI2273,2022-07-24,143.49
PI2274,2022-07-24,256.82
PI2292,2022-07-24,127.93
PI2295,2022-07-24,165.04
PI2299,2022-07-24,153.54
PI2301,2022-07-24,106.68
PI2303,2022-07-24,200.12
PI2305,2022-07-24,172.55
PI2335,2022-07-24,161.52
PI2356,2022-07-24,116.18
PI2361,2022-07-24,314.91
PI2411,2022-07-24,342.74
PI2422,2022-07-24,213.99
PI2427,2022-07-24,161.42
PI2452,2022-07-24,186.43
PI2470,2022-07-24,173.05
PI2475,2022-07-24,196.81
PI2505,2022-07-24,160.09
PI2517,2022-07-24,445.68
PI2524,2022-07-24,151.4
PI2529,2022-07-24,272.44
PI2536,2022-07-24,169.44
PI2554,2022-07-24,124.28
PI2576,2022-07-24,116.02
PI2592,2022-07-24,139.74
PI2614,2022-07-24,228.08
PI2625,2022-07-24,237.41
PI2626,2022-07-24,206.09
PI2639,2022-07-24,164.55
PI2656,2022-07-24,141.18
PI2671,2022-07-24,356.78
PI2681,2022-07-24,178.62
PI2685,2022-07-24,127.41
PI2689,2022-07-24,180.78
PI2696,2022-07-24,217.99
PI2697,2022-07-24,132.37
PI2707,2022-07-24,324.84
PI2711,2022-07-24,181.62
PI2714,2022-07-24,186.47
PI2732,2022-07-24,151.66
PI2733,2022-07-24,205.34
PI2741,2022-07-24,113.92
PI2760,2022-07-24,113.85
PI2764,2022-07-24,181.41
PI2774,2022-07-24,220.19
PI2806,2022-07-24,284.8
PI2832,2022-07-24,359.58
PI2847,2022-07-24,195.81
PI2857,2022-07-24,135.23
PI2862,2022-07-24,203.86
PI2880,2022-07-24,232.39
PI2881,2022-07-24,226.59
PI2903,2022-07-24,174.38
PI2934,2022-07-24,452.43
PI2949,2022-07-24,158.51
PI2953,2022-07-24,279.51
PI2958,2022-07-24,190.04
PI2968,2022-07-24,256.28
PI2998,2022-07-24,207.22
PI0010,2022-08-07,226.71
PI0018,2022-08-07,302.88
PI0038,2022-08-07,213.2
PI0045,2022-08-07,190.46
PI0052,2022-08-07,203.82
PI0075,2022-08-07,130.34
PI0089,2022-08-07,217.47
PI0091,2022-08-07,151.15
PI0095,2022-08-07,163.79
PI0100,2022-08-07,146.78
PI0104,2022-08-07,176.62
PI0106,2022-08-07,294.17
PI0140,2022-08-07,207.02
PI0142,2022-08-07,263.27
PI0156,2022-08-07,150.51
PI0164,2022-08-07,246.39
PI0187,2022-08-07,175.39
PI0192,2022-08-07,183.82
PI0207,2022-08-07,110.15
PI0209,2022-08-07,194.41
PI0217,2022-08-07,214.54
PI0253,2022-08-07,177.25
PI0289,2022-08-07,221.34
PI0290,2022-08-07,301.06
PI0298,2022-08-07,173.13
PI0333,2022-08-07,200.28
PI0338,2022-08-07,199.24
PI0344,2022-08-07,135.7
PI0359,2022-08-07,99.26
PI0384,2022-08-07,174.75
PI0386,2022-08-07,181.9
PI0397,2022-08-07,200.02
PI0400,2022-08-07,226.48
PI0402,2022-08-07,247.75
PI0410,2022-08-07,214.93
PI0417,2022-08-07,221.37
PI0458,2022-08-07,156.46
PI0460,2022-08-07,149.46
PI0468,2022-08-07,268.01
PI0498,2022-08-07,258.09
PI0508,2022-08-07,296.81
PI0540,2022-08-07,130.46
PI0543,2022-08-07,251.33
PI0557,2022-08-07,233.8
PI0594,2022-08-07,229.16
PI0608,2022-08-07,173.42
PI0619,2022-08-07,131.07
PI0622,2022-08-07,139.39
PI0637,2022-08-07,202.04
PI0656,2022-08-07,207.32
PI0691,2022-08-07,108.49
PI0692,2022-08-07,140.11
PI0723,2022-08-07,105.64
PI0733,2022-08-07,229.04
PI0735,2022-08-07,353.86
PI0736,2022-08-07,76.78
PI0748,2022-08-07,200.72
PI0756,2022-08-07,233.41
PI0759,2022-08-07,164.94
PI0785,2022-08-07,195.56
PI0786,2022-08-07,284.55
PI0821,2022-08-07,264.21
PI0825,2022-08-07,202.46
PI0829,2022-08-07,170.09
PI0831,2022-08-07,334.79
PI0839,2022-08-07,282.81
PI0859,2022-08-07,104.52
PI0863,2022-08-07,164.28
PI0901,2022-08-07,230.71
PI0903,2022-08-07,139.74
PI0937,2022-08-07,176.76
PI0953,2022-08-07,136.83
PI0963,2022-08-07,115.01
PI0991,2022-08-07,273.65
PI1010,2022-08-07,202.22
PI1019,2022-08-07,232.01
PI1039,2022-08-07,287.12
PI1056,2022-08-07,188.71
PI1090,2022-08-07,264.28
PI1107,2022-08-07,159.74
PI1112,2022-08-07,230.71
PI1173,2022-08-07,201.55
PI1178,2022-08-07,283.85
PI1180,2022-08-07,227.13
PI1187,2022-08-07,168.26
PI1192,2022-08-07,275.02
PI1196,2022-08-07,233.66
PI1214,2022-08-07,179.69
PI1217,2022-08-07,154.36
PI1228,2022-08-07,194.65
PI1238,2022-08-07,99.66
PI1252,2022-08-07,268.05
PI1260,2022-08-07,409.83
PI1261,2022-08-07,117.63
PI1275,2022-08-07,131.69
PI1280,2022-08-07,291.08
PI1303,2022-08-07,139.79
PI1328,2022-08-07,136.17
PI1329,2022-08-07,282.13
PI1350,2022-08-07,79.22
PI1354,2022-08-07,348.35
PI1361,2022-08-07,258.61
PI1367,2022-08-07,185.12
PI1376,2022-08-07,152.67
PI1385,2022-08-07,144.12
PI1387,2022-08-07,89.11
PI1389,2022-08-07,211.47
PI1398,2022-08-07,156.65
PI1403,2022-08-07,367.72
PI1405,2022-08-07,104.62
PI1427,2022-08-07,204.6
PI1430,2022-08-07,117.79
PI1440,2022-08-07,275.56
PI1441,2022-08-07,202.89
PI1455,2022-08-07,277.34
PI1480,2022-08-07,315.29
PI1495,2022-08-07,242.18
PI1496,2022-08-07,217.76
PI1519,2022-08-07,396.95
PI1549,2022-08-07,292.07
PI1551,2022-08-07,196.07
PI1566,2022-08-07,271.06
