ID,FINYEAR,CODE1,CODE2,CODE3,CODE4,CODE5,CODE6,CODE7,CODE8,AMT1,AMT2,AMT3,AMT4,AMT5,AMT6,AMT7,AMT8
PI0855,2023,SA13,SA16,SA17,,,,,,01500,05172,01000,,,,,
PI0856,2023,SA04,,,,,,,,04548,,,,,,,
PI0858,2023,SA16,,,,,,,,07181,,,,,,,
PI0859,2023,SA12,SA13,SA16,SA18,SA17,,,,07862,01500,06895,08000,01000,,,
PI0860,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0862,2023,SA12,,,,,,,,07862,,,,,,,
PI0863,2023,SA16,,,,,,,,03448,,,,,,,
PI0868,2023,SA15,SA14,SA12,,,,,,20000,01980,07462,,,,,
PI0869,2023,SA12,,,,,,,,07462,,,,,,,
PI0870,2023,SA01,SA12,SA05,,,,,,00133,07271,01000,,,,,
PI0871,2023,SA04,,,,,,,,11923,,,,,,,
PI0873,2023,SA12,,,,,,,,07462,,,,,,,
PI0875,2023,SA15,,,,,,,,33500,,,,,,,
PI0876,2023,SA12,,,,,,,,07462,,,,,,,
PI0882,2023,SA14,SA16,,,,,,,05938,02245,,,,,,
PI0891,2023,SA14,,,,,,,,01980,,,,,,,
PI0895,2023,SA16,,,,,,,,05045,,,,,,,
PI0897,2023,SA15,SA14,,,,,,,04306,07422,,,,,,
PI0899,2023,SA21,,,,,,,,01500,,,,,,,
PI0901,2023,SA06,,,,,,,,02500,,,,,,,
PI0903,2023,SA12,SA13,SA16,,,,,,07862,01500,03763,,,,,
PI0906,2023,SA12,SA05,,,,,,,04131,00500,,,,,,
PI0907,2023,SA12,,,,,,,,07462,,,,,,,
PI0908,2023,SA14,,,,,,,,01980,,,,,,,
PI0911,2023,SA01,,,,,,,,00478,,,,,,,
PI0912,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI0913,2023,SA14,SA16,,,,,,,05938,06345,,,,,,
PI0915,2023,SA12,SA13,SA06,SA16,,,,,07462,01500,02500,05645,,,,
PI0917,2023,SA14,,,,,,,,20284,,,,,,,
PI0919,2023,SA12,,,,,,,,07862,,,,,,,
PI0920,2023,SA22,,,,,,,,01668,,,,,,,
PI0921,2023,SA14,SA16,SA17,,,,,,01979,09481,01000,,,,,
PI0922,2023,SA14,,,,,,,,20284,,,,,,,
PI0928,2023,SA12,,,,,,,,07862,,,,,,,
PI0929,2023,SA14,SA12,SA13,SA16,,,,,01979,07462,01500,07487,,,,
PI0930,2023,SA02,SA12,SA21,,,,,,02622,07862,01500,,,,,
PI0934,2023,SA14,,,,,,,,16902,,,,,,,
PI0935,2023,SA12,,,,,,,,07462,,,,,,,
PI0937,2023,SA20,SA01,SA12,SA05,,,,,01000,01322,08262,00500,,,,
PI0939,2023,SA20,SA12,SA05,,,,,,02000,08262,01000,,,,,
PI0940,2023,SA20,SA14,SA12,SA06,,,,,02000,01980,08262,02000,,,,
PI0941,2023,SA12,,,,,,,,07462,,,,,,,
PI0942,2023,SA12,,,,,,,,07462,,,,,,,
PI0943,2023,SA15,,,,,,,,50000,,,,,,,
PI0944,2023,SA14,,,,,,,,20284,,,,,,,
PI0946,2023,SA14,,,,,,,,20284,,,,,,,
PI0952,2023,SA12,SA16,SA18,SA17,,,,,07862,09480,04732,01000,,,,
PI0953,2023,SA12,SA16,SA18,,,,,,07462,06895,08000,,,,,
PI0957,2023,SA12,,,,,,,,03931,,,,,,,
PI0958,2023,SA14,,,,,,,,03992,,,,,,,
PI0960,2023,SA12,,,,,,,,07462,,,,,,,
PI0963,2023,SA12,,,,,,,,07462,,,,,,,
PI0966,2023,SA14,SA12,SA16,SA18,SA17,,,,01980,03731,06895,08000,01000,,,
PI0967,2023,SA12,SA06,,,,,,,07462,02500,,,,,,
PI0968,2023,SA03,,,,,,,,00550,,,,,,,
PI0972,2023,SA12,,,,,,,,07862,,,,,,,
PI0973,2023,SA03,,,,,,,,04548,,,,,,,
PI0974,2023,SA12,SA06,,,,,,,07462,02500,,,,,,
PI0977,2023,SA14,SA13,SA16,SA18,SA17,,,,05938,01500,06895,08000,01000,,,
PI0982,2023,SA15,SA14,SA16,,,,,,23000,01980,02345,,,,,
PI0983,2023,SA12,,,,,,,,07462,,,,,,,
PI0985,2023,SA12,SA05,SA21,,,,,,08262,01000,00150,,,,,
PI0987,2023,SA12,,,,,,,,07862,,,,,,,
PI0990,2023,SA04,,,,,,,,11945,,,,,,,
PI0991,2023,SA12,,,,,,,,07462,,,,,,,
PI0992,2023,SA14,SA12,,,,,,,05442,07462,,,,,,
PI0997,2023,SA14,SA12,SA13,SA06,SA16,SA17,,,01980,03731,01500,03000,06895,01000,,
PI1003,2023,SA12,,,,,,,,07862,,,,,,,
PI1004,2023,SA14,,,,,,,,01980,,,,,,,
PI1007,2023,SA14,SA12,,,,,,,07422,08262,,,,,,
PI1008,2023,SA12,,,,,,,,03731,,,,,,,
PI1009,2023,SA12,,,,,,,,07462,,,,,,,
PI1010,2023,SA14,,,,,,,,20284,,,,,,,
PI1014,2023,SA12,SA06,,,,,,,08262,01000,,,,,,
PI1015,2023,SA12,,,,,,,,05064,,,,,,,
PI1016,2023,SA12,SA16,SA18,,,,,,07462,06895,08000,,,,,
PI1018,2023,SA02,SA04,,,,,,,03000,11954,,,,,,
PI1019,2023,SA04,,,,,,,,11975,,,,,,,
PI1022,2023,SA14,,,,,,,,20284,,,,,,,
PI1024,2023,SA03,,,,,,,,02274,,,,,,,
PI1025,2023,SA13,SA16,SA18,,,,,,01500,06895,07359,,,,,
PI1026,2023,SA12,SA16,SA18,,,,,,03731,01148,04000,,,,,
PI1029,2023,SA14,,,,,,,,20284,,,,,,,
PI1031,2023,SA14,SA22,,,,,,,07422,03335,,,,,,
PI1032,2023,SA12,,,,,,,,07862,,,,,,,
PI1033,2023,SA14,,,,,,,,40074,,,,,,,
PI1034,2023,SA25,,,,,,,,29956,,,,,,,
PI1037,2023,SA12,,,,,,,,08262,,,,,,,
PI1039,2023,SA12,SA13,SA06,SA16,,,,,07462,01500,02500,06045,,,,
PI1041,2023,SA12,,,,,,,,08262,,,,,,,
PI1043,2023,SA25,,,,,,,,17134,,,,,,,
PI1045,2023,SA15,SA16,,,,,,,27067,01445,,,,,,
PI1050,2023,SA12,SA05,SA21,,,,,,08262,01000,01500,,,,,
PI1052,2023,SA12,,,,,,,,07462,,,,,,,
PI1053,2023,SA12,,,,,,,,07462,,,,,,,
PI1054,2023,SA03,,,,,,,,02595,,,,,,,
PI1056,2023,SA14,,,,,,,,07551,,,,,,,
PI1059,2023,SA12,,,,,,,,08262,,,,,,,
PI1061,2023,SA20,SA12,SA13,SA16,,,,,02000,08262,00750,06895,,,,
PI1065,2023,SA12,,,,,,,,07462,,,,,,,
PI1070,2023,SA14,SA13,SA16,SA17,SA19,,,,08152,01500,06895,01000,04019,,,
PI1073,2023,SA14,SA13,SA16,SA18,SA17,,,,01980,01500,06895,08000,01000,,,
PI1074,2023,SA14,SA16,SA21,,,,,,01980,06745,01500,,,,,
PI1081,2023,SA03,,,,,,,,04548,,,,,,,
PI1082,2023,SA15,,,,,,,,20000,,,,,,,
PI1083,2023,SA14,,,,,,,,05442,,,,,,,
PI1084,2023,SA12,,,,,,,,07462,,,,,,,
PI1086,2023,SA12,,,,,,,,07462,,,,,,,
PI1087,2023,SA14,,,,,,,,05940,,,,,,,
PI1088,2023,SA12,SA05,,,,,,,05464,01000,,,,,,
PI1090,2023,SA12,,,,,,,,08262,,,,,,,
PI1093,2023,SA12,,,,,,,,07862,,,,,,,
PI1097,2023,SA12,,,,,,,,07462,,,,,,,
 PI1098,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1099,2023,SA12,SA21,,,,,,,08262,01500,,,,,,
PI1100,2023,SA13,SA16,SA18,,,,,,00750,06895,08000,,,,,
PI1103,2023,SA12,,,,,,,,07462,,,,,,,
PI1107,2023,SA14,,,,,,,,20284,,,,,,,
PI1111,2023,SA14,,,,,,,,20284,,,,,,,
PI1112,2023,SA14,SA12,SA16,SA04,SA19,,,,05938,07462,03634,03730,08057,,,
PI1113,2023,SA14,,,,,,,,06928,,,,,,,
PI1118,2023,SA12,SA13,SA16,,,,,,07862,01500,04045,,,,,
PI1120,2023,SA14,SA12,,,,,,,01980,07862,,,,,,
PI1124,2023,SA15,SA14,SA12,,,,,,04164,05442,08262,,,,,
PI1126,2023,SA14,SA12,,,,,,,05442,07462,,,,,,
PI1128,2023,SA12,,,,,,,,07462,,,,,,,
PI1129,2023,SA01,SA23,SA12,SA05,,,,,00381,01000,08262,01000,,,,
PI1131,2023,SA14,SA12,SA16,SA18,,,,,01980,07462,06845,08000,,,,
PI1140,2023,SA14,,,,,,,,11643,,,,,,,
PI1143,2023,SA15,,,,,,,,47000,,,,,,,
PI1145,2023,SA15,SA14,SA12,,,,,,07500,01980,03731,,,,,
PI1148,2023,SA01,SA14,SA12,,,,,,01550,00198,08262,,,,,
PI1155,2023,SA14,SA16,,,,,,,01980,04945,,,,,,
PI1157,2023,SA12,SA16,SA18,,,,,,08262,06895,05356,,,,,
PI1158,2023,SA15,SA12,,,,,,,14790,03931,,,,,,
PI1160,2023,SA12,,,,,,,,07462,,,,,,,
PI1161,2023,SA12,,,,,,,,07462,,,,,,,
PI1162,2023,SA14,SA13,SA06,SA16,,,,,01980,01500,02500,05645,,,,
PI1163,2023,SA02,SA12,SA13,SA16,SA18,SA17,,,03547,07462,01500,08619,08000,01000,,
PI1171,2023,SA14,,,,,,,,01980,,,,,,,
PI1172,2023,SA20,SA14,SA23,SA12,SA05,SA16,,,02000,04245,01000,08262,01000,03245,,
PI1173,2023,SA12,SA16,,,,,,,00300,03023,,,,,,
PI1177,2023,SA14,,,,,,,,18592,,,,,,,
PI1178,2023,SA12,SA16,SA19,,,,,,08262,05563,08048,,,,,
PI1180,2023,SA14,SA16,SA18,SA17,,,,,05938,06895,08000,01000,,,,
PI1181,2023,SA14,,,,,,,,20284,,,,,,,
PI1182,2023,SA12,,,,,,,,07862,,,,,,,
PI1184,2023,SA12,,,,,,,,04131,,,,,,,
PI1186,2023,SA13,SA16,,,,,,,01500,03345,,,,,,
PI1187,2023,SA12,SA06,,,,,,,07462,02500,,,,,,
PI1188,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1190,2023,SA12,SA06,SA21,,,,,,07862,02500,01500,,,,,
PI1192,2023,SA14,,,,,,,,07422,,,,,,,
PI1193,2023,SA14,SA12,,,,,,,06432,07462,,,,,,
PI1196,2023,SA12,,,,,,,,07862,,,,,,,
PI1200,2023,SA12,SA21,,,,,,,07862,01500,,,,,,
PI1201,2023,SA04,,,,,,,,01137,,,,,,,
PI1204,2023,SA14,SA12,SA16,SA18,SA17,,,,01980,03731,06895,08000,01000,,,
PI1205,2023,SA01,SA12,,,,,,,01550,08262,,,,,,
PI1206,2023,SA12,,,,,,,,07462,,,,,,,
PI1208,2023,SA04,,,,,,,,04548,,,,,,,
PI1209,2023,SA12,,,,,,,,08262,,,,,,,
PI1213,2023,SA07,SA12,SA13,SA16,SA17,SA19,,,06345,05597,01125,06896,00500,05287,,
PI1214,2023,SA14,SA13,SA16,SA17,SA19,,,,01980,00750,06895,01000,08033,,,
PI1216,2023,SA12,SA06,,,,,,,07462,02500,,,,,,
PI1217,2023,SA12,,,,,,,,07462,,,,,,,
PI1219,2023,SA12,,,,,,,,08262,,,,,,,
PI1220,2023,SA12,,,,,,,,07462,,,,,,,
PI1222,2023,SA14,,,,,,,,16650,,,,,,,
PI1225,2023,SA14,,,,,,,,20285,,,,,,,
PI1227,2023,SA12,,,,,,,,03931,,,,,,,
PI1228,2023,SA12,,,,,,,,07462,,,,,,,
PI1231,2023,SA12,,,,,,,,07628,,,,,,,
PI1232,2023,SA15,SA14,SA13,SA16,,,,,06000,01980,01500,03345,,,,
PI1233,2023,SA01,SA12,,,,,,,00341,04131,,,,,,
PI1234,2023,SA12,,,,,,,,07462,,,,,,,
PI1236,2023,SA14,SA12,,,,,,,06432,07462,,,,,,
PI1238,2023,SA16,,,,,,,,03448,,,,,,,
PI1239,2023,SA12,,,,,,,,07862,,,,,,,
PI1246,2023,SA04,,,,,,,,11370,,,,,,,
PI1247,2023,SA12,,,,,,,,08262,,,,,,,
PI1250,2023,SA14,,,,,,,,01980,,,,,,,
PI1252,2023,SA14,SA12,SA13,SA16,,,,,01980,07862,01500,02245,,,,
PI1253,2023,SA12,,,,,,,,07862,,,,,,,
PI1254,2023,SA14,,,,,,,,02721,,,,,,,
PI1259,2023,SA03,,,,,,,,01137,,,,,,,
PI1260,2023,SA12,,,,,,,,07862,,,,,,,
PI1261,2023,SA12,,,,,,,,07862,,,,,,,
PI1262,2023,SA12,,,,,,,,07462,,,,,,,
PI1268,2023,SA14,,,,,,,,40074,,,,,,,
PI1270,2023,SA12,SA13,SA16,,,,,,07862,00750,06545,,,,,
PI1271,2023,SA14,SA16,SA17,,,,,,00990,03448,00500,,,,,
PI1275,2023,SA04,,,,,,,,05820,,,,,,,
PI1276,2023,SA14,SA12,SA13,SA16,SA19,,,,01980,07462,00750,06895,08057,,,
PI1280,2023,SA10,SA12,SA16,SA18,,,,,04000,07462,06895,08000,,,,
PI1281,2023,SA14,,,,,,,,20284,,,,,,,
PI1283,2023,SA12,,,,,,,,07462,,,,,,,
PI1284,2023,SA14,SA16,,,,,,,01980,06895,,,,,,
PI1286,2023,SA14,SA13,SA16,SA19,,,,,05938,00750,04045,08040,,,,
PI1287,2023,SA16,SA17,SA04,,,,,,03447,00500,05824,,,,,
PI1289,2023,SA14,SA13,SA16,SA18,SA17,,,,01980,01500,06895,08000,01000,,,
PI1292,2023,SA12,SA16,SA18,,,,,,07462,06545,08000,,,,,
PI1295,2023,SA12,SA16,,,,,,,07862,06895,,,,,,
PI1297,2023,SA14,,,,,,,,07422,,,,,,,
PI1298,2023,SA14,SA12,SA13,SA06,SA16,,,,01980,08262,01500,01000,06045,,,
PI1300,2023,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1301,2023,SA12,SA16,SA18,SA17,,,,,07462,06895,08000,01000,,,,
PI1303,2023,SA15,SA16,,,,,,,21840,03447,,,,,,
PI1305,2023,SA14,,,,,,,,05196,,,,,,,
PI1306,2023,SA12,,,,,,,,07462,,,,,,,
PI1310,2023,SA14,SA03,,,,,,,20284,03330,,,,,,
PI1312,2023,SA16,SA04,,,,,,,06895,07756,,,,,,
PI1315,2023,SA15,SA16,,,,,,,08000,03447,,,,,,
PI1316,2023,SA01,SA14,SA12,SA13,SA06,SA16,,,01550,01980,07862,01500,02500,05431,,
PI1320,2023,SA14,SA12,SA05,,,,,,01980,08262,01000,,,,,
PI1325,2023,SA12,SA21,,,,,,,07862,01500,,,,,,
PI1326,2023,SA13,SA06,SA16,,,,,,01500,02500,04745,,,,,
PI1328,2023,SA14,,,,,,,,20284,,,,,,,
PI1329,2023,SA14,SA12,SA21,,,,,,05442,08262,01500,,,,,
PI1333,2023,SA12,,,,,,,,03931,,,,,,,
PI1334,2023,SA14,,,,,,,,05442,,,,,,,
PI1336,2023,SA06,SA16,,,,,,,01500,01724,,,,,,
PI1338,2023,SA14,,,,,,,,02919,,,,,,,
PI1339,2023,SA04,,,,,,,,11370,,,,,,,
PI1341,2023,SA14,SA16,,,,,,,03752,03448,,,,,,
PI1344,2023,SA16,,,,,,,,01545,,,,,,,
PI1345,2023,SA14,,,,,,,,05940,,,,,,,
PI1350,2023,SA14,SA16,,,,,,,00495,03448,,,,,,
PI1351,2023,SA12,,,,,,,,08262,,,,,,,
PI1354,2023,SA12,SA16,SA25,,,,,,05095,05845,12143,,,,,
PI1355,2023,SA14,SA13,SA06,SA16,,,,,01980,00750,02500,05545,,,,
PI1357,2023,SA12,,,,,,,,08262,,,,,,,
PI1361,2023,SA15,,,,,,,,10000,,,,,,,
PI1363,2023,SA14,SA12,,,,,,,20284,04829,,,,,,
PI1364,2023,SA14,,,,,,,,08783,,,,,,,
PI1367,2023,SA14,SA12,,,,,,,05938,07462,,,,,,
PI1368,2023,SA13,SA16,SA17,,,,,,01500,06033,01000,,,,,
PI1371,2023,SA12,,,,,,,,07862,,,,,,,
PI1372,2023,SA12,SA16,SA17,SA19,,,,,07862,06895,01000,08044,,,,
PI1373,2023,SA14,SA03,,,,,,,11777,02274,,,,,,
PI1375,2023,SA15,SA16,,,,,,,15000,03448,,,,,,
PI1376,2023,SA14,,,,,,,,40072,,,,,,,
PI1377,2023,SA14,,,,,,,,01980,,,,,,,
PI1385,2023,SA20,SA14,SA12,,,,,,02000,01624,08262,,,,,
PI1386,2023,SA14,,,,,,,,03711,,,,,,,
PI1387,2023,SA14,,,,,,,,13854,,,,,,,
PI1388,2023,SA15,SA14,SA12,SA05,,,,,10000,01980,07330,01000,,,,
PI1389,2023,SA12,,,,,,,,07862,,,,,,,
PI1394,2023,SA14,SA12,SA16,SA19,,,,,01980,07462,06745,08057,,,,
PI1395,2023,SA14,,,,,,,,11634,,,,,,,
PI1396,2023,SA12,,,,,,,,08262,,,,,,,
PI1398,2023,SA14,SA16,SA18,,,,,,01980,06895,08000,,,,,
PI1401,2023,SA14,,,,,,,,20284,,,,,,,
PI1403,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1405,2023,SA12,,,,,,,,01400,,,,,,,
PI1407,2023,SA13,SA16,,,,,,,00750,00973,,,,,,
PI1408,2023,SA14,,,,,,,,06184,,,,,,,
PI1409,2023,SA15,SA14,SA12,,,,,,20000,05442,07462,,,,,
PI1413,2023,SA12,,,,,,,,07462,,,,,,,
PI1415,2023,SA14,SA13,SA16,,,,,,04948,00750,04545,,,,,
PI1416,2023,SA12,,,,,,,,07862,,,,,,,
PI1417,2023,SA14,,,,,,,,00495,,,,,,,
PI1419,2023,SA12,SA16,SA18,SA17,,,,,07462,06895,08000,01000,,,,
PI1422,2023,SA12,,,,,,,,07862,,,,,,,
PI1423,2023,SA14,SA12,,,,,,,03151,07462,,,,,,
PI1427,2023,SA12,SA21,,,,,,,08262,01500,,,,,,
PI1428,2023,SA12,,,,,,,,07862,,,,,,,
PI1430,2023,SA12,SA21,,,,,,,08262,01500,,,,,,
PI1432,2023,SA13,SA16,SA17,,,,,,00750,02809,00500,,,,,
PI1433,2023,SA14,,,,,,,,20287,,,,,,,
PI1437,2023,SA14,SA12,,,,,,,15828,08560,,,,,,
PI1439,2023,SA12,SA16,SA17,SA19,,,,,07862,06895,01000,08037,,,,
PI1440,2023,SA14,SA12,SA16,SA18,,,,,00990,04131,03448,03048,,,,
PI1441,2023,SA12,,,,,,,,07330,,,,,,,
PI1442,2023,SA12,SA21,,,,,,,08262,01500,,,,,,
PI1443,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1449,2023,SA03,,,,,,,,04548,,,,,,,
PI1450,2023,SA14,,,,,,,,13522,,,,,,,
PI1454,2023,SA12,,,,,,,,03931,,,,,,,
PI1455,2023,SA14,,,,,,,,40074,,,,,,,
PI1456,2023,SA16,SA18,,,,,,,06845,08000,,,,,,
PI1457,2023,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1458,2023,SA15,SA12,,,,,,,20907,07462,,,,,,
PI1460,2023,SA14,SA12,SA13,SA06,SA16,,,,01980,07862,00750,02200,02445,,,
PI1463,2023,SA12,SA05,,,,,,,07462,01000,,,,,,
PI1464,2023,SA12,SA16,,,,,,,07862,06895,,,,,,
PI1467,2023,SA14,SA13,SA16,SA19,,,,,05938,01312,03447,04029,,,,
PI1468,2023,SA12,SA13,SA16,,,,,,03731,01500,04245,,,,,
PI1469,2023,SA14,,,,,,,,00990,,,,,,,
PI1471,2023,SA14,SA13,SA16,,,,,,03464,00750,03447,,,,,
PI1472,2023,SA12,,,,,,,,04131,,,,,,,
PI1476,2023,SA14,,,,,,,,20284,,,,,,,
PI1480,2023,SA01,,,,,,,,01950,,,,,,,
PI1481,2023,SA12,SA06,,,,,,,03931,01250,,,,,,
PI1482,2023,SA12,,,,,,,,08858,,,,,,,
PI1483,2023,SA15,SA14,SA12,,,,,,11000,06432,07462,,,,,
PI1484,2023,SA14,SA12,,,,,,,07422,07862,,,,,,
PI1488,2023,SA14,,,,,,,,00990,,,,,,,
PI1489,2023,SA01,SA14,SA12,,,,,,00865,05442,08262,,,,,
PI1492,2023,SA12,SA13,SA16,SA19,,,,,07462,00750,07757,08043,,,,
PI1494,2023,SA04,,,,,,,,23310,,,,,,,
PI1495,2023,SA12,,,,,,,,08262,,,,,,,
PI1496,2023,SA14,,,,,,,,05446,,,,,,,
PI1497,2023,SA12,,,,,,,,07862,,,,,,,
PI1498,2023,SA12,,,,,,,,07462,,,,,,,
PI1501,2023,SA14,SA12,,,,,,,01980,03731,,,,,,
PI1502,2023,SA12,SA13,SA06,SA16,,,,,07862,00358,02500,05445,,,,
PI1504,2023,SA12,SA05,SA21,,,,,,08262,01000,01500,,,,,
PI1506,2023,SA12,,,,,,,,07862,,,,,,,
PI1507,2023,SA12,SA13,SA06,SA16,,,,,07462,01500,02500,04545,,,,
PI1508,2023,SA14,,,,,,,,13222,,,,,,,
PI1512,2023,SA14,SA12,SA16,SA18,,,,,01980,07462,06895,08000,,,,
PI1513,2023,SA14,SA16,,,,,,,01980,02945,,,,,,
PI1516,2023,SA12,SA21,,,,,,,08262,01500,,,,,,
PI1517,2023,SA15,SA14,SA12,,,,,,12000,05442,07462,,,,,
PI1519,2023,SA14,SA16,,,,,,,03752,02586,,,,,,
PI1520,2023,SA12,,,,,,,,07462,,,,,,,
PI1522,2023,SA14,,,,,,,,00451,,,,,,,
PI1525,2023,SA16,,,,,,,,06431,,,,,,,
PI1528,2023,SA15,SA14,,,,,,,10488,02721,,,,,,
PI1530,2023,SA15,,,,,,,,10704,,,,,,,
PI1531,2023,SA15,SA14,SA16,,,,,,16466,01980,05245,,,,,
PI1534,2023,SA01,SA14,SA12,SA05,SA16,,,,01550,01980,08262,01000,06895,,,
PI1535,2023,SA14,,,,,,,,07257,,,,,,,
PI1536,2023,SA01,SA12,,,,,,,00324,08262,,,,,,
PI1539,2023,SA14,SA12,,,,,,,05442,08262,,,,,,
PI1541,2023,SA14,,,,,,,,05939,,,,,,,
PI1543,2023,SA12,,,,,,,,03931,,,,,,,
PI1546,2023,SA12,SA13,SA16,,,,,,08262,00750,06645,,,,,
PI1548,2023,SA14,,,,,,,,05938,,,,,,,
PI1549,2023,SA12,SA16,SA17,,,,,,07862,06895,01000,,,,,
PI1550,2023,SA12,,,,,,,,07462,,,,,,,
PI1551,2023,SA02,SA12,SA16,SA18,SA17,,,,01384,07862,06895,07832,01000,,,
PI1553,2023,SA12,,,,,,,,07462,,,,,,,
PI1555,2023,SA14,SA12,,,,,,,09896,09658,,,,,,
PI1556,2023,SA14,,,,,,,,20284,,,,,,,
PI1557,2023,SA12,SA05,SA21,,,,,,08262,01000,01500,,,,,
PI1558,2023,SA12,SA13,SA05,SA16,,,,,08262,01500,01000,03545,,,,
PI1560,2023,SA16,,,,,,,,01245,,,,,,,
PI1562,2023,SA12,,,,,,,,08262,,,,,,,
PI1563,2023,SA12,,,,,,,,03931,,,,,,,
PI1566,2023,SA14,SA12,,,,,,,00990,03731,,,,,,
PI1567,2023,SA14,SA12,,,,,,,05442,07862,,,,,,
PI1568,2023,SA14,,,,,,,,07422,,,,,,,
PI1573,2023,SA14,SA13,SA16,,,,,,06928,01500,01045,,,,,
PI1576,2023,SA04,,,,,,,,05959,,,,,,,
PI1578,2023,SA14,SA12,,,,,,,07422,07462,,,,,,
PI1582,2023,SA15,SA14,,,,,,,18000,05442,,,,,,
PI1583,2023,SA16,SA19,,,,,,,03448,04033,,,,,,
PI1585,2023,SA13,SA16,SA19,,,,,,00750,03447,04020,,,,,
PI1586,2023,SA14,,,,,,,,20284,,,,,,,
PI1594,2023,SA02,SA14,SA12,SA16,SA17,SA19,,,02886,01486,03931,05172,00500,04033,,
PI1595,2023,SA12,,,,,,,,07462,,,,,,,
PI1596,2023,SA12,,,,,,,,08262,,,,,,,
PI1597,2023,SA12,,,,,,,,08262,,,,,,,
PI1598,2023,SA16,SA17,,,,,,,06895,01000,,,,,,
PI1600,2023,SA14,,,,,,,,01950,,,,,,,
PI1602,2023,SA12,SA16,SA19,,,,,,07462,05745,08048,,,,,
PI1603,2023,SA04,,,,,,,,02442,,,,,,,
PI1604,2023,SA02,SA13,SA16,,,,,,06411,01500,06845,,,,,
PI1605,2023,SA12,,,,,,,,08262,,,,,,,
PI1606,2023,SA14,SA12,SA13,SA06,SA16,,,,01980,07862,01500,02500,05245,,,
PI1607,2023,SA14,SA13,SA06,SA16,,,,,01980,01500,02500,05845,,,,
PI1609,2023,SA01,SA14,SA22,,,,,,00156,07422,03335,,,,,
PI1616,2023,SA04,,,,,,,,16900,,,,,,,
PI1617,2023,SA13,SA06,SA16,SA04,,,,,01500,02500,06845,11365,,,,
PI1620,2023,SA12,,,,,,,,07862,,,,,,,
PI1622,2023,SA14,SA12,SA06,,,,,,01979,07862,02500,,,,,
PI1623,2023,SA01,SA12,SA13,SA06,SA16,,,,00686,07862,01500,02445,06345,,,
PI1624,2023,SA14,,,,,,,,01732,,,,,,,
PI1627,2023,SA14,,,,,,,,40072,,,,,,,
PI1628,2023,SA14,,,,,,,,20284,,,,,,,
PI1629,2023,SA14,,,,,,,,20284,,,,,,,
PI1631,2023,SA14,,,,,,,,02863,,,,,,,
PI1632,2023,SA16,,,,,,,,06895,,,,,,,
PI1633,2023,SA14,,,,,,,,03712,,,,,,,
PI1637,2023,SA16,,,,,,,,03022,,,,,,,
PI1638,2023,SA14,,,,,,,,05567,,,,,,,
PI1639,2023,SA14,SA12,,,,,,,03440,07462,,,,,,
PI1642,2023,SA22,,,,,,,,03335,,,,,,,
PI1643,2023,SA14,,,,,,,,05442,,,,,,,
PI1647,2023,SA23,SA12,,,,,,,01000,08262,,,,,,
PI1651,2023,SA12,SA06,,,,,,,07862,02500,,,,,,
PI1652,2023,SA14,SA12,SA06,,,,,,01980,07862,02200,,,,,
PI1654,2023,SA15,SA09,SA14,,,,,,08500,00500,03711,,,,,
PI1656,2023,SA14,SA12,SA06,SA16,,,,,01980,07862,01500,06895,,,,
PI1658,2023,SA25,,,,,,,,10543,,,,,,,
PI1662,2023,SA12,,,,,,,,07862,,,,,,,
PI1668,2023,SA12,,,,,,,,08262,,,,,,,
PI1671,2023,SA14,SA12,SA06,,,,,,01980,07462,02500,,,,,
PI1673,2023,SA12,,,,,,,,07862,,,,,,,
PI1674,2023,SA12,,,,,,,,08262,,,,,,,
PI1677,2023,SA14,,,,,,,,10142,,,,,,,
PI1678,2023,SA03,,,,,,,,04548,,,,,,,
PI1679,2023,SA14,SA12,SA13,SA16,,,,,01980,07862,00750,01045,,,,
PI1680,2023,SA14,SA16,,,,,,,00990,03423,,,,,,
PI1683,2023,SA16,,,,,,,,03363,,,,,,,
PI1687,2023,SA23,SA12,SA16,SA18,,,,,01000,07862,06895,02913,,,,
PI1688,2023,SA13,SA16,SA17,,,,,,01313,07757,00500,,,,,
PI1692,2023,SA13,SA16,,,,,,,01500,04677,,,,,,
PI1693,2023,SA14,,,,,,,,20284,,,,,,,
PI1695,2023,SA16,,,,,,,,03123,,,,,,,
PI1696,2023,SA13,SA16,SA17,,,,,,01500,06895,01000,,,,,
PI1699,2023,SA14,,,,,,,,15213,,,,,,,
PI1700,2023,SA12,,,,,,,,08262,,,,,,,
PI1702,2023,SA14,,,,,,,,20284,,,,,,,
PI1703,2023,SA15,SA14,SA23,SA12,,,,,09000,05442,01000,08262,,,,
PI1705,2023,SA14,SA12,SA06,,,,,,01980,07462,02500,,,,,
PI1709,2023,SA12,,,,,,,,03731,,,,,,,
PI1710,2023,SA14,SA12,,,,,,,05442,08262,,,,,,
